"GEOID","NAME","households","total_pop","white","black","asian","american_indian_alaska_native","hawaian_pacific_island","hispanic"
"060730171062","Block Group 2, Census Tract 171.06, San Diego County, California",499,1274,1013,14,92,2,5,107
"060730171063","Block Group 3, Census Tract 171.06, San Diego County, California",539,1182,1024,5,36,3,3,86
"060730171071","Block Group 1, Census Tract 171.07, San Diego County, California",630,1737,1386,18,110,0,0,151
"060730171072","Block Group 2, Census Tract 171.07, San Diego County, California",399,1121,848,7,96,0,0,111
"060730171081","Block Group 1, Census Tract 171.08, San Diego County, California",300,867,718,3,48,1,0,52
"060730171084","Block Group 4, Census Tract 171.08, San Diego County, California",356,972,748,13,63,4,2,98
"060730171082","Block Group 2, Census Tract 171.08, San Diego County, California",590,1547,1257,6,65,7,1,154
"060730171083","Block Group 3, Census Tract 171.08, San Diego County, California",462,1331,987,12,32,2,2,237
"060730171093","Block Group 3, Census Tract 171.09, San Diego County, California",630,1292,931,5,104,0,1,214
"060730171091","Block Group 1, Census Tract 171.09, San Diego County, California",729,2369,1901,29,137,0,2,171
"060730171092","Block Group 2, Census Tract 171.09, San Diego County, California",362,1076,818,9,60,6,0,158
"060730171094","Block Group 4, Census Tract 171.09, San Diego County, California",625,2108,1565,20,255,0,1,161
"060730171112","Block Group 2, Census Tract 171.11, San Diego County, California",730,2153,1802,12,99,1,2,169
"060730171111","Block Group 1, Census Tract 171.11, San Diego County, California",981,2262,1806,30,177,6,2,199
"060730171121","Block Group 1, Census Tract 171.12, San Diego County, California",829,2602,1970,22,209,6,2,305
"060730171132","Block Group 2, Census Tract 171.13, San Diego County, California",857,2765,1712,50,236,20,9,696
"060730171131","Block Group 1, Census Tract 171.13, San Diego County, California",953,2616,1471,40,353,35,2,710
"060730172012","Block Group 2, Census Tract 172.01, San Diego County, California",604,748,627,6,30,0,1,67
"060730172011","Block Group 1, Census Tract 172.01, San Diego County, California",844,1157,976,7,51,2,2,68
"060730172021","Block Group 1, Census Tract 172.02, San Diego County, California",537,890,762,4,28,0,1,64
"060730172022","Block Group 2, Census Tract 172.02, San Diego County, California",582,1145,979,4,43,5,0,72
"060730173031","Block Group 1, Census Tract 173.03, San Diego County, California",464,1180,938,8,53,5,1,129
"060730173032","Block Group 2, Census Tract 173.03, San Diego County, California",550,1257,1088,1,68,1,0,53
"060730173033","Block Group 3, Census Tract 173.03, San Diego County, California",293,596,528,5,4,1,1,26
"060730173051","Block Group 1, Census Tract 173.05, San Diego County, California",482,1248,1015,4,86,0,1,99
"060730173052","Block Group 2, Census Tract 173.05, San Diego County, California",308,705,603,4,30,2,3,51
"060730173053","Block Group 3, Census Tract 173.05, San Diego County, California",558,1147,961,7,55,5,0,76
"060730173061","Block Group 1, Census Tract 173.06, San Diego County, California",872,1747,1456,14,96,4,1,125
"060730173062","Block Group 2, Census Tract 173.06, San Diego County, California",428,1108,929,5,60,6,0,72
"060730173072","Block Group 2, Census Tract 173.07, San Diego County, California",617,1309,1083,9,31,5,0,128
"060730173071","Block Group 1, Census Tract 173.07, San Diego County, California",1063,955,769,3,54,3,0,104
"060730173081","Block Group 1, Census Tract 173.08, San Diego County, California",524,1288,646,4,47,19,0,612
"060730173082","Block Group 2, Census Tract 173.08, San Diego County, California",1042,1890,1302,19,71,10,3,480
"060730174031","Block Group 1, Census Tract 174.03, San Diego County, California",661,1142,951,4,46,5,1,114
"060730174032","Block Group 2, Census Tract 174.03, San Diego County, California",527,1328,1124,0,45,3,0,108
"060730174033","Block Group 3, Census Tract 174.03, San Diego County, California",459,1113,873,5,65,4,1,156
"060730174034","Block Group 4, Census Tract 174.03, San Diego County, California",510,1415,1111,16,61,3,0,152
"060730174051","Block Group 1, Census Tract 174.05, San Diego County, California",355,1115,669,5,40,13,1,386
"060730174052","Block Group 2, Census Tract 174.05, San Diego County, California",454,1060,839,9,39,3,4,120
"060730174053","Block Group 3, Census Tract 174.05, San Diego County, California",533,1429,1124,8,50,9,0,205
"060730174061","Block Group 1, Census Tract 174.06, San Diego County, California",426,967,821,3,29,1,1,64
"060730174062","Block Group 2, Census Tract 174.06, San Diego County, California",581,1261,978,5,81,6,6,147
"060730174063","Block Group 3, Census Tract 174.06, San Diego County, California",351,907,766,0,31,4,2,81
"060730174071","Block Group 1, Census Tract 174.07, San Diego County, California",839,1883,1632,7,47,4,2,137
"060730174072","Block Group 2, Census Tract 174.07, San Diego County, California",683,1197,984,3,52,4,0,98
"060730174081","Block Group 1, Census Tract 174.08, San Diego County, California",746,1395,1041,1,71,1,13,237
"060730174082","Block Group 2, Census Tract 174.08, San Diego County, California",646,1289,1003,9,41,8,3,164
"060730175011","Block Group 1, Census Tract 175.01, San Diego County, California",298,546,466,1,18,2,0,37
"060730175012","Block Group 2, Census Tract 175.01, San Diego County, California",662,1050,806,17,35,7,2,152
"060730175013","Block Group 3, Census Tract 175.01, San Diego County, California",532,1159,992,5,25,6,4,115
"060730175021","Block Group 1, Census Tract 175.02, San Diego County, California",447,1049,722,11,64,19,3,237
"060730175022","Block Group 2, Census Tract 175.02, San Diego County, California",464,1235,909,5,64,24,3,268
"060730175023","Block Group 3, Census Tract 175.02, San Diego County, California",458,1390,778,10,42,37,0,607
"060730176011","Block Group 1, Census Tract 176.01, San Diego County, California",486,1141,957,5,21,4,2,129
"060730176014","Block Group 4, Census Tract 176.01, San Diego County, California",508,1429,1139,12,60,11,0,153
"060730176012","Block Group 2, Census Tract 176.01, San Diego County, California",695,1875,1465,5,122,6,4,208
"060730176013","Block Group 3, Census Tract 176.01, San Diego County, California",843,1066,1003,4,38,1,0,10
"060730176031","Block Group 1, Census Tract 176.03, San Diego County, California",448,1065,862,6,26,8,0,128
"060730176032","Block Group 2, Census Tract 176.03, San Diego County, California",603,1433,1003,3,49,15,0,342
"060730176051","Block Group 1, Census Tract 176.05, San Diego County, California",739,2021,1436,20,128,18,0,676
"060730176052","Block Group 2, Census Tract 176.05, San Diego County, California",639,1671,1309,11,160,0,0,161
"060730176062","Block Group 2, Census Tract 176.06, San Diego County, California",834,1864,1223,12,72,26,8,536
"060730176061","Block Group 1, Census Tract 176.06, San Diego County, California",991,2124,1443,10,129,34,9,484
"060730177013","Block Group 3, Census Tract 177.01, San Diego County, California",713,1643,1064,8,34,29,1,487
"060730177011","Block Group 1, Census Tract 177.01, San Diego County, California",390,941,769,5,26,6,0,100
"060730177012","Block Group 2, Census Tract 177.01, San Diego County, California",471,972,716,8,42,3,0,164
"060730177014","Block Group 4, Census Tract 177.01, San Diego County, California",575,827,700,4,20,2,0,66
"060730177015","Block Group 5, Census Tract 177.01, San Diego County, California",622,996,848,0,16,2,2,84
"060730177021","Block Group 1, Census Tract 177.02, San Diego County, California",575,1144,881,0,30,5,4,198
"060730177022","Block Group 2, Census Tract 177.02, San Diego County, California",448,862,717,6,22,6,0,87
"060730177023","Block Group 3, Census Tract 177.02, San Diego County, California",531,917,756,4,36,2,1,90
"060730178011","Block Group 1, Census Tract 178.01, San Diego County, California",622,1650,1267,12,67,13,0,247
"060730178014","Block Group 4, Census Tract 178.01, San Diego County, California",1068,2174,1385,97,171,19,3,531
"060730178012","Block Group 2, Census Tract 178.01, San Diego County, California",415,1144,904,2,39,12,5,142
"060730178013","Block Group 3, Census Tract 178.01, San Diego County, California",770,2032,1531,23,57,13,6,300
"060730178082","Block Group 2, Census Tract 178.08, San Diego County, California",798,2075,1588,15,202,9,0,161
"060730178081","Block Group 1, Census Tract 178.08, San Diego County, California",614,1289,1005,0,95,3,2,147
"060730178083","Block Group 3, Census Tract 178.08, San Diego County, California",535,1169,938,3,123,2,0,56
"060730178084","Block Group 4, Census Tract 178.08, San Diego County, California",595,1633,1228,16,112,5,5,153
"060730178091","Block Group 1, Census Tract 178.09, San Diego County, California",911,2324,1895,11,61,12,3,298
"060730178103","Block Group 3, Census Tract 178.10, San Diego County, California",664,1684,1343,12,59,4,4,186
"060730178101","Block Group 1, Census Tract 178.10, San Diego County, California",1052,2164,1728,14,108,18,8,281
"060730178102","Block Group 2, Census Tract 178.10, San Diego County, California",464,1219,986,12,57,11,1,132
"060730178113","Block Group 3, Census Tract 178.11, San Diego County, California",362,870,664,11,53,4,0,103
"060730178111","Block Group 1, Census Tract 178.11, San Diego County, California",662,1218,951,8,81,0,5,164
"060730178112","Block Group 2, Census Tract 178.11, San Diego County, California",928,1879,1326,18,248,6,2,235
"060730178114","Block Group 4, Census Tract 178.11, San Diego County, California",508,1238,942,14,110,8,5,118
"060730178115","Block Group 5, Census Tract 178.11, San Diego County, California",531,1601,1092,10,311,4,0,106
"060730178131","Block Group 1, Census Tract 178.13, San Diego County, California",913,1851,1542,18,73,8,0,148
"060730178132","Block Group 2, Census Tract 178.13, San Diego County, California",414,753,610,6,23,13,1,73
"060730178133","Block Group 3, Census Tract 178.13, San Diego County, California",761,1766,1347,22,73,11,2,262
"060730179011","Block Group 1, Census Tract 179.01, San Diego County, California",926,1734,1349,17,56,5,1,381
"060730179012","Block Group 2, Census Tract 179.01, San Diego County, California",580,939,642,17,40,13,9,215
"060730179013","Block Group 3, Census Tract 179.01, San Diego County, California",541,1094,525,10,38,23,6,547
"060730179021","Block Group 1, Census Tract 179.02, San Diego County, California",792,1913,974,8,39,48,4,897
"060730179022","Block Group 2, Census Tract 179.02, San Diego County, California",504,970,756,10,40,10,2,147
"060730180001","Block Group 1, Census Tract 180, San Diego County, California",463,548,461,5,15,4,0,57
"060730180002","Block Group 2, Census Tract 180, San Diego County, California",489,699,545,6,28,6,2,91
"060730180003","Block Group 3, Census Tract 180, San Diego County, California",904,1316,1034,10,34,10,7,175
"060730180004","Block Group 4, Census Tract 180, San Diego County, California",363,526,427,0,24,8,0,55
"060730181011","Block Group 1, Census Tract 181.01, San Diego County, California",727,1736,1015,17,53,27,11,659
"060730181012","Block Group 2, Census Tract 181.01, San Diego County, California",339,878,649,14,21,13,6,167
"060730181013","Block Group 3, Census Tract 181.01, San Diego County, California",393,860,689,5,11,5,8,124
"060730181021","Block Group 1, Census Tract 181.02, San Diego County, California",475,1019,767,8,25,12,11,176
"060730181022","Block Group 2, Census Tract 181.02, San Diego County, California",496,818,592,15,13,13,4,159
"060730181023","Block Group 3, Census Tract 181.02, San Diego County, California",453,707,527,19,19,6,3,143
"060730182011","Block Group 1, Census Tract 182.01, San Diego County, California",875,1703,1139,36,51,31,9,403
"060730182012","Block Group 2, Census Tract 182.01, San Diego County, California",504,1239,409,20,29,37,7,869
"060730182021","Block Group 1, Census Tract 182.02, San Diego County, California",411,989,325,23,9,20,0,682
"060730182022","Block Group 2, Census Tract 182.02, San Diego County, California",328,1059,360,22,5,19,0,733
"060730182023","Block Group 3, Census Tract 182.02, San Diego County, California",573,1074,781,24,34,18,1,228
"060730183011","Block Group 1, Census Tract 183.01, San Diego County, California",521,456,338,6,3,0,0,69
"060730183012","Block Group 2, Census Tract 183.01, San Diego County, California",933,552,437,13,29,1,2,54
"060730183022","Block Group 2, Census Tract 183.02, San Diego County, California",719,718,544,22,29,3,2,119
"060730183021","Block Group 1, Census Tract 183.02, San Diego County, California",451,617,437,13,15,4,7,149
"060730184003","Block Group 3, Census Tract 184, San Diego County, California",771,1365,652,33,159,11,11,485
"060730184001","Block Group 1, Census Tract 184, San Diego County, California",733,1148,746,37,54,20,9,293
"060730184002","Block Group 2, Census Tract 184, San Diego County, California",547,1048,644,32,38,20,13,305
"060730185043","Block Group 3, Census Tract 185.04, San Diego County, California",751,1926,1521,19,60,14,17,262
"060730185041","Block Group 1, Census Tract 185.04, San Diego County, California",465,1240,926,7,36,1,2,229
"060730185042","Block Group 2, Census Tract 185.04, San Diego County, California",566,1549,1046,37,54,18,14,313
