"GEOID","NAME","H1_001N"
"06025011902","Census Tract 119.02, Imperial County, California",1139
"06025011903","Census Tract 119.03, Imperial County, California",1261
"06025012001","Census Tract 120.01, Imperial County, California",1089
"06025012003","Census Tract 120.03, Imperial County, California",1166
"06025012004","Census Tract 120.04, Imperial County, California",1448
"06025012101","Census Tract 121.01, Imperial County, California",1155
"06025012102","Census Tract 121.02, Imperial County, California",1088
"06025012201","Census Tract 122.01, Imperial County, California",1084
"06025012202","Census Tract 122.02, Imperial County, California",889
"06025012301","Census Tract 123.01, Imperial County, California",736
"06025012302","Census Tract 123.02, Imperial County, California",2366
"06025012400","Census Tract 124, Imperial County, California",1184
"06025940000","Census Tract 9400, Imperial County, California",1333
"06027000100","Census Tract 1, Inyo County, California",1359
"06027000200","Census Tract 2, Inyo County, California",918
"06027000300","Census Tract 3, Inyo County, California",1203
"06027000400","Census Tract 4, Inyo County, California",2696
"06027000500","Census Tract 5, Inyo County, California",1380
"06027000800","Census Tract 8, Inyo County, California",1913
"06029000102","Census Tract 1.02, Kern County, California",1305
"06029000103","Census Tract 1.03, Kern County, California",1437
"06029000104","Census Tract 1.04, Kern County, California",607
"06029000105","Census Tract 1.05, Kern County, California",1964
"06029000106","Census Tract 1.06, Kern County, California",906
"06029000201","Census Tract 2.01, Kern County, California",1715
"06029000202","Census Tract 2.02, Kern County, California",1387
"06029000300","Census Tract 3, Kern County, California",1820
"06029000400","Census Tract 4, Kern County, California",1849
"06029000504","Census Tract 5.04, Kern County, California",1827
"06029000505","Census Tract 5.05, Kern County, California",1434
"06029000506","Census Tract 5.06, Kern County, California",1045
"06029000507","Census Tract 5.07, Kern County, California",1337
"06029000508","Census Tract 5.08, Kern County, California",671
"06029000509","Census Tract 5.09, Kern County, California",839
"06029000510","Census Tract 5.10, Kern County, California",1306
"06029000601","Census Tract 6.01, Kern County, California",1067
"06029000602","Census Tract 6.02, Kern County, California",1063
"06029000603","Census Tract 6.03, Kern County, California",795
"06029000701","Census Tract 7.01, Kern County, California",1026
"06029000702","Census Tract 7.02, Kern County, California",933
"06029000800","Census Tract 8, Kern County, California",1679
"06029000902","Census Tract 9.02, Kern County, California",1410
"06029000903","Census Tract 9.03, Kern County, California",1541
"06029000904","Census Tract 9.04, Kern County, California",1503
"06029000905","Census Tract 9.05, Kern County, California",831
"06029000906","Census Tract 9.06, Kern County, California",1302
"06029000907","Census Tract 9.07, Kern County, California",724
"06029000908","Census Tract 9.08, Kern County, California",1821
"06029000909","Census Tract 9.09, Kern County, California",974
"06029000911","Census Tract 9.11, Kern County, California",1078
"06029000912","Census Tract 9.12, Kern County, California",1273
"06029000913","Census Tract 9.13, Kern County, California",1280
"06029000914","Census Tract 9.14, Kern County, California",1413
"06029001001","Census Tract 10.01, Kern County, California",1179
"06029001002","Census Tract 10.02, Kern County, California",878
"06029001003","Census Tract 10.03, Kern County, California",932
"06029001101","Census Tract 11.01, Kern County, California",1478
"06029001104","Census Tract 11.04, Kern County, California",765
"06029001105","Census Tract 11.05, Kern County, California",973
"06029001106","Census Tract 11.06, Kern County, California",597
"06029001107","Census Tract 11.07, Kern County, California",733
"06029001201","Census Tract 12.01, Kern County, California",781
"06029001202","Census Tract 12.02, Kern County, California",1787
"06029001301","Census Tract 13.01, Kern County, California",1592
"06029001302","Census Tract 13.02, Kern County, California",790
"06029001401","Census Tract 14.01, Kern County, California",1452
"06029001402","Census Tract 14.02, Kern County, California",931
"06029001500","Census Tract 15, Kern County, California",835
"06029001600","Census Tract 16, Kern County, California",1103
"06029001700","Census Tract 17, Kern County, California",2079
"06029001801","Census Tract 18.01, Kern County, California",2065
"06029001803","Census Tract 18.03, Kern County, California",1103
"06029001804","Census Tract 18.04, Kern County, California",1233
"06029001901","Census Tract 19.01, Kern County, California",1512
"06029001902","Census Tract 19.02, Kern County, California",1932
"06029002001","Census Tract 20.01, Kern County, California",1088
"06029002002","Census Tract 20.02, Kern County, California",1577
"06029002100","Census Tract 21, Kern County, California",1026
"06029002201","Census Tract 22.01, Kern County, California",742
"06029002202","Census Tract 22.02, Kern County, California",1076
"06029002302","Census Tract 23.02, Kern County, California",896
"06029002303","Census Tract 23.03, Kern County, California",1017
"06029002304","Census Tract 23.04, Kern County, California",852
"06029002305","Census Tract 23.05, Kern County, California",738
"06029002401","Census Tract 24.01, Kern County, California",613
"06029002402","Census Tract 24.02, Kern County, California",954
"06029002403","Census Tract 24.03, Kern County, California",957
"06029002501","Census Tract 25.01, Kern County, California",1380
"06029002502","Census Tract 25.02, Kern County, California",667
"06029002503","Census Tract 25.03, Kern County, California",695
"06029002600","Census Tract 26, Kern County, California",1038
"06029002701","Census Tract 27.01, Kern County, California",908
"06029002702","Census Tract 27.02, Kern County, California",1009
"06029002804","Census Tract 28.04, Kern County, California",1646
"06029002806","Census Tract 28.06, Kern County, California",1096
"06029002807","Census Tract 28.07, Kern County, California",1498
"06029002811","Census Tract 28.11, Kern County, California",1546
"06029002813","Census Tract 28.13, Kern County, California",1817
"06029002814","Census Tract 28.14, Kern County, California",1703
"06029002815","Census Tract 28.15, Kern County, California",1518
"06029002816","Census Tract 28.16, Kern County, California",1876
"06029002817","Census Tract 28.17, Kern County, California",1851
"06029002818","Census Tract 28.18, Kern County, California",1536
"06029002819","Census Tract 28.19, Kern County, California",1868
"06029002820","Census Tract 28.20, Kern County, California",2118
"06029002821","Census Tract 28.21, Kern County, California",1689
"06029002822","Census Tract 28.22, Kern County, California",1252
"06029002823","Census Tract 28.23, Kern County, California",1785
"06029002824","Census Tract 28.24, Kern County, California",1187
"06029002825","Census Tract 28.25, Kern County, California",904
"06029002901","Census Tract 29.01, Kern County, California",916
"06029002902","Census Tract 29.02, Kern County, California",1644
"06029003001","Census Tract 30.01, Kern County, California",1123
"06029003002","Census Tract 30.02, Kern County, California",969
"06029003103","Census Tract 31.03, Kern County, California",1297
"06029003112","Census Tract 31.12, Kern County, California",1922
"06029003113","Census Tract 31.13, Kern County, California",1504
"06029003124","Census Tract 31.24, Kern County, California",1730
"06029003125","Census Tract 31.25, Kern County, California",953
"06029003126","Census Tract 31.26, Kern County, California",1648
"06029003127","Census Tract 31.27, Kern County, California",1252
"06029003128","Census Tract 31.28, Kern County, California",1206
"06029003129","Census Tract 31.29, Kern County, California",1029
"06029003130","Census Tract 31.30, Kern County, California",1189
"06029003131","Census Tract 31.31, Kern County, California",1189
"06029003132","Census Tract 31.32, Kern County, California",1424
"06029003133","Census Tract 31.33, Kern County, California",1008
"06029003134","Census Tract 31.34, Kern County, California",1034
"06029003135","Census Tract 31.35, Kern County, California",1031
"06029003136","Census Tract 31.36, Kern County, California",552
"06029003137","Census Tract 31.37, Kern County, California",992
"06029003203","Census Tract 32.03, Kern County, California",800
"06029003207","Census Tract 32.07, Kern County, California",1199
"06029003208","Census Tract 32.08, Kern County, California",1961
"06029003209","Census Tract 32.09, Kern County, California",1008
"06029003210","Census Tract 32.10, Kern County, California",1577
"06029003211","Census Tract 32.11, Kern County, California",1161
"06029003212","Census Tract 32.12, Kern County, California",2170
"06029003213","Census Tract 32.13, Kern County, California",644
"06029003214","Census Tract 32.14, Kern County, California",678
"06029003215","Census Tract 32.15, Kern County, California",1230
"06029003216","Census Tract 32.16, Kern County, California",811
"06029003217","Census Tract 32.17, Kern County, California",843
"06029003218","Census Tract 32.18, Kern County, California",1838
"06029003219","Census Tract 32.19, Kern County, California",1660
"06029003220","Census Tract 32.20, Kern County, California",1343
"06029003221","Census Tract 32.21, Kern County, California",1677
"06029003222","Census Tract 32.22, Kern County, California",572
"06029003303","Census Tract 33.03, Kern County, California",531
"06029003304","Census Tract 33.04, Kern County, California",878
"06029003305","Census Tract 33.05, Kern County, California",1855
"06029003307","Census Tract 33.07, Kern County, California",2266
"06029003308","Census Tract 33.08, Kern County, California",949
"06029003400","Census Tract 34, Kern County, California",1425
"06029003500","Census Tract 35, Kern County, California",2465
"06029003600","Census Tract 36, Kern County, California",1617
"06029003806","Census Tract 38.06, Kern County, California",1885
"06029003807","Census Tract 38.07, Kern County, California",1278
"06029003808","Census Tract 38.08, Kern County, California",1590
"06029003810","Census Tract 38.10, Kern County, California",898
"06029003811","Census Tract 38.11, Kern County, California",1053
"06029003812","Census Tract 38.12, Kern County, California",1872
"06029003814","Census Tract 38.14, Kern County, California",1769
"06029003815","Census Tract 38.15, Kern County, California",1873
"06029003816","Census Tract 38.16, Kern County, California",1126
"06029003817","Census Tract 38.17, Kern County, California",1406
"06029003818","Census Tract 38.18, Kern County, California",1560
"06029003819","Census Tract 38.19, Kern County, California",1435
"06029003820","Census Tract 38.20, Kern County, California",1456
"06029003821","Census Tract 38.21, Kern County, California",1470
"06029003822","Census Tract 38.22, Kern County, California",1006
"06029003823","Census Tract 38.23, Kern County, California",1305
"06029003824","Census Tract 38.24, Kern County, California",780
"06029003825","Census Tract 38.25, Kern County, California",870
"06029003826","Census Tract 38.26, Kern County, California",1037
"06029003827","Census Tract 38.27, Kern County, California",679
"06029003900","Census Tract 39, Kern County, California",755
"06029004001","Census Tract 40.01, Kern County, California",881
"06029004002","Census Tract 40.02, Kern County, California",1138
"06029004101","Census Tract 41.01, Kern County, California",1671
"06029004102","Census Tract 41.02, Kern County, California",1447
"06029004302","Census Tract 43.02, Kern County, California",1
"06029004303","Census Tract 43.03, Kern County, California",1477
"06029004304","Census Tract 43.04, Kern County, California",826
"06029004305","Census Tract 43.05, Kern County, California",423
"06029004402","Census Tract 44.02, Kern County, California",1349
"06029004403","Census Tract 44.03, Kern County, California",980
"06029004404","Census Tract 44.04, Kern County, California",1367
"06029004500","Census Tract 45, Kern County, California",934
"06029004601","Census Tract 46.01, Kern County, California",2
"06029004603","Census Tract 46.03, Kern County, California",0
"06029004605","Census Tract 46.05, Kern County, California",835
"06029004606","Census Tract 46.06, Kern County, California",624
"06029004607","Census Tract 46.07, Kern County, California",1346
"06029004702","Census Tract 47.02, Kern County, California",973
"06029004703","Census Tract 47.03, Kern County, California",983
"06029004704","Census Tract 47.04, Kern County, California",1504
"06029004801","Census Tract 48.01, Kern County, California",1079
"06029004802","Census Tract 48.02, Kern County, California",1931
"06029004901","Census Tract 49.01, Kern County, California",1492
"06029004903","Census Tract 49.03, Kern County, California",1201
"06029004904","Census Tract 49.04, Kern County, California",794
"06029005003","Census Tract 50.03, Kern County, California",922
"06029005005","Census Tract 50.05, Kern County, California",1102
"06029005006","Census Tract 50.06, Kern County, California",925
"06029005103","Census Tract 51.03, Kern County, California",1176
"06029005104","Census Tract 51.04, Kern County, California",1761
"06029005203","Census Tract 52.03, Kern County, California",2409
"06029005205","Census Tract 52.05, Kern County, California",2089
"06029005206","Census Tract 52.06, Kern County, California",1737
"06029005207","Census Tract 52.07, Kern County, California",1614
"06029005208","Census Tract 52.08, Kern County, California",2674
"06029005300","Census Tract 53, Kern County, California",800
"06029005402","Census Tract 54.02, Kern County, California",2140
"06029005405","Census Tract 54.05, Kern County, California",1311
"06029005406","Census Tract 54.06, Kern County, California",1544
"06029005407","Census Tract 54.07, Kern County, California",1712
"06029005408","Census Tract 54.08, Kern County, California",2216
"06029005409","Census Tract 54.09, Kern County, California",2099
"06029005410","Census Tract 54.10, Kern County, California",813
"06029005508","Census Tract 55.08, Kern County, California",1869
"06029005509","Census Tract 55.09, Kern County, California",1862
"06029005510","Census Tract 55.10, Kern County, California",1095
"06029005511","Census Tract 55.11, Kern County, California",2054
"06029005512","Census Tract 55.12, Kern County, California",1216
"06029005513","Census Tract 55.13, Kern County, California",969
"06029005514","Census Tract 55.14, Kern County, California",1400
"06029005600","Census Tract 56, Kern County, California",1051
"06029005700","Census Tract 57, Kern County, California",757
"06029005803","Census Tract 58.03, Kern County, California",1283
"06029005804","Census Tract 58.04, Kern County, California",1908
"06029005805","Census Tract 58.05, Kern County, California",941
"06029005806","Census Tract 58.06, Kern County, California",1571
"06029005900","Census Tract 59, Kern County, California",1676
"06029006002","Census Tract 60.02, Kern County, California",4
"06029006003","Census Tract 60.03, Kern County, California",2307
"06029006004","Census Tract 60.04, Kern County, California",928
"06029006006","Census Tract 60.06, Kern County, California",1539
"06029006009","Census Tract 60.09, Kern County, California",1439
"06029006010","Census Tract 60.10, Kern County, California",1691
"06029006011","Census Tract 60.11, Kern County, California",1469
"06029006012","Census Tract 60.12, Kern County, California",1152
"06029006101","Census Tract 61.01, Kern County, California",1760
"06029006102","Census Tract 61.02, Kern County, California",1888
"06029006201","Census Tract 62.01, Kern County, California",738
"06029006202","Census Tract 62.02, Kern County, California",1635
"06029006301","Census Tract 63.01, Kern County, California",1012
"06029006303","Census Tract 63.03, Kern County, California",1578
"06029006304","Census Tract 63.04, Kern County, California",1066
"06029006403","Census Tract 64.03, Kern County, California",1444
"06029006404","Census Tract 64.04, Kern County, California",840
"06029006405","Census Tract 64.05, Kern County, California",758
"06029006406","Census Tract 64.06, Kern County, California",1214
"06029006500","Census Tract 65, Kern County, California",1278
"06029006600","Census Tract 66, Kern County, California",1427
"06031000100","Census Tract 1, Kings County, California",1098
"06031000200","Census Tract 2, Kings County, California",761
"06031000402","Census Tract 4.02, Kings County, California",2190
"06031000403","Census Tract 4.03, Kings County, California",1883
"06031000405","Census Tract 4.05, Kings County, California",2613
"06031000406","Census Tract 4.06, Kings County, California",1095
"06031000407","Census Tract 4.07, Kings County, California",2503
"06031000500","Census Tract 5, Kings County, California",1728
"06031000602","Census Tract 6.02, Kings County, California",2387
"06031000603","Census Tract 6.03, Kings County, California",889
"06031000604","Census Tract 6.04, Kings County, California",2582
"06031000701","Census Tract 7.01, Kings County, California",2088
"06031000702","Census Tract 7.02, Kings County, California",1676
"06031000800","Census Tract 8, Kings County, California",1642
"06031000901","Census Tract 9.01, Kings County, California",1705
"06031000902","Census Tract 9.02, Kings County, California",1247
"06031001001","Census Tract 10.01, Kings County, California",1975
"06031001002","Census Tract 10.02, Kings County, California",1357
"06031001003","Census Tract 10.03, Kings County, California",1985
"06031001100","Census Tract 11, Kings County, California",1906
"06031001200","Census Tract 12, Kings County, California",821
"06031001300","Census Tract 13, Kings County, California",1365
"06031001401","Census Tract 14.01, Kings County, California",844
"06031001402","Census Tract 14.02, Kings County, California",724
"06031001500","Census Tract 15, Kings County, California",1539
"06031001601","Census Tract 16.01, Kings County, California",1271
"06031001702","Census Tract 17.02, Kings County, California",1344
"06031001703","Census Tract 17.03, Kings County, California",1256
"06031980000","Census Tract 9800, Kings County, California",1813
"06031980100","Census Tract 9801, Kings County, California",0
"06031981800","Census Tract 9818, Kings County, California",0
"06033000100","Census Tract 1, Lake County, California",1721
"06033000300","Census Tract 3, Lake County, California",1848
"06033000401","Census Tract 4.01, Lake County, California",1432
"06033000402","Census Tract 4.02, Lake County, California",1448
"06033000501","Census Tract 5.01, Lake County, California",1809
"06033000502","Census Tract 5.02, Lake County, California",1520
"06033000601","Census Tract 6.01, Lake County, California",1651
"06033000602","Census Tract 6.02, Lake County, California",1557
"06033000702","Census Tract 7.02, Lake County, California",1915
"06033000703","Census Tract 7.03, Lake County, California",1239
"06033000704","Census Tract 7.04, Lake County, California",1200
"06033000801","Census Tract 8.01, Lake County, California",1405
"06033000802","Census Tract 8.02, Lake County, California",2075
"06033000901","Census Tract 9.01, Lake County, California",1435
"06033000902","Census Tract 9.02, Lake County, California",2644
"06033001000","Census Tract 10, Lake County, California",2515
"06033001101","Census Tract 11.01, Lake County, California",988
"06033001102","Census Tract 11.02, Lake County, California",892
"06033001200","Census Tract 12, Lake County, California",1579
"06033001301","Census Tract 13.01, Lake County, California",1529
"06033001302","Census Tract 13.02, Lake County, California",1818
"06035040100","Census Tract 401, Lassen County, California",898
"06035040200","Census Tract 402, Lassen County, California",2180
"06035040302","Census Tract 403.02, Lassen County, California",1840
"06035040303","Census Tract 403.03, Lassen County, California",1558
"06035040304","Census Tract 403.04, Lassen County, California",896
"06035040305","Census Tract 403.05, Lassen County, California",1815
"06035040400","Census Tract 404, Lassen County, California",546
"06035040500","Census Tract 405, Lassen County, California",1336
"06035040600","Census Tract 406, Lassen County, California",1147
"06037101110","Census Tract 1011.10, Los Angeles County, California",1806
"06037101122","Census Tract 1011.22, Los Angeles County, California",1377
"06037101220","Census Tract 1012.20, Los Angeles County, California",1351
"06037101221","Census Tract 1012.21, Los Angeles County, California",1363
"06037101222","Census Tract 1012.22, Los Angeles County, California",1042
"06037101300","Census Tract 1013, Los Angeles County, California",1612
"06037101400","Census Tract 1014, Los Angeles County, California",1551
"06037102103","Census Tract 1021.03, Los Angeles County, California",800
"06037102104","Census Tract 1021.04, Los Angeles County, California",1353
"06037102105","Census Tract 1021.05, Los Angeles County, California",573
"06037102107","Census Tract 1021.07, Los Angeles County, California",1348
"06037103101","Census Tract 1031.01, Los Angeles County, California",986
"06037103102","Census Tract 1031.02, Los Angeles County, California",1734
"06037103201","Census Tract 1032.01, Los Angeles County, California",1775
"06037103202","Census Tract 1032.02, Los Angeles County, California",687
"06037103300","Census Tract 1033, Los Angeles County, California",1424
"06037103401","Census Tract 1034.01, Los Angeles County, California",1022
"06037103402","Census Tract 1034.02, Los Angeles County, California",1585
"06037104103","Census Tract 1041.03, Los Angeles County, California",857
"06037104105","Census Tract 1041.05, Los Angeles County, California",1732
"06037104108","Census Tract 1041.08, Los Angeles County, California",1665
"06037104124","Census Tract 1041.24, Los Angeles County, California",1337
"06037104201","Census Tract 1042.01, Los Angeles County, California",894
"06037104203","Census Tract 1042.03, Los Angeles County, California",1162
"06037104204","Census Tract 1042.04, Los Angeles County, California",717
"06037104310","Census Tract 1043.10, Los Angeles County, California",885
"06037104321","Census Tract 1043.21, Los Angeles County, California",744
"06037104322","Census Tract 1043.22, Los Angeles County, California",499
"06037104401","Census Tract 1044.01, Los Angeles County, California",663
"06037104403","Census Tract 1044.03, Los Angeles County, California",665
"06037104404","Census Tract 1044.04, Los Angeles County, California",692
"06037104500","Census Tract 1045, Los Angeles County, California",674
"06037104610","Census Tract 1046.10, Los Angeles County, California",754
"06037104620","Census Tract 1046.20, Los Angeles County, California",707
"06037104701","Census Tract 1047.01, Los Angeles County, California",1096
"06037104703","Census Tract 1047.03, Los Angeles County, California",655
"06037104704","Census Tract 1047.04, Los Angeles County, California",1325
"06037104821","Census Tract 1048.21, Los Angeles County, California",875
"06037104822","Census Tract 1048.22, Los Angeles County, California",619
"06037104823","Census Tract 1048.23, Los Angeles County, California",704
"06037104824","Census Tract 1048.24, Los Angeles County, California",464
"06037106010","Census Tract 1060.10, Los Angeles County, California",1012
"06037106020","Census Tract 1060.20, Los Angeles County, California",1438
"06037106111","Census Tract 1061.11, Los Angeles County, California",1357
"06037106112","Census Tract 1061.12, Los Angeles County, California",1619
"06037106113","Census Tract 1061.13, Los Angeles County, California",993
"06037106114","Census Tract 1061.14, Los Angeles County, California",1890
"06037106403","Census Tract 1064.03, Los Angeles County, California",863
"06037106405","Census Tract 1064.05, Los Angeles County, California",1177
"06037106406","Census Tract 1064.06, Los Angeles County, California",1774
"06037106407","Census Tract 1064.07, Los Angeles County, California",896
"06037106408","Census Tract 1064.08, Los Angeles County, California",1001
"06037106510","Census Tract 1065.10, Los Angeles County, California",1756
"06037106520","Census Tract 1065.20, Los Angeles County, California",1453
"06037106603","Census Tract 1066.03, Los Angeles County, California",995
"06037106604","Census Tract 1066.04, Los Angeles County, California",1314
"06037106641","Census Tract 1066.41, Los Angeles County, California",791
"06037106642","Census Tract 1066.42, Los Angeles County, California",1081
"06037106643","Census Tract 1066.43, Los Angeles County, California",1355
"06037106645","Census Tract 1066.45, Los Angeles County, California",1209
"06037106646","Census Tract 1066.46, Los Angeles County, California",985
"06037106648","Census Tract 1066.48, Los Angeles County, California",1285
"06037106649","Census Tract 1066.49, Los Angeles County, California",717
"06037107010","Census Tract 1070.10, Los Angeles County, California",744
"06037107020","Census Tract 1070.20, Los Angeles County, California",1335
"06037108101","Census Tract 1081.01, Los Angeles County, California",799
"06037108102","Census Tract 1081.02, Los Angeles County, California",1366
"06037108103","Census Tract 1081.03, Los Angeles County, California",1071
"06037108104","Census Tract 1081.04, Los Angeles County, California",586
"06037108202","Census Tract 1082.02, Los Angeles County, California",3268
"06037108203","Census Tract 1082.03, Los Angeles County, California",1255
"06037108204","Census Tract 1082.04, Los Angeles County, California",646
"06037109100","Census Tract 1091, Los Angeles County, California",896
"06037109200","Census Tract 1092, Los Angeles County, California",1049
"06037109300","Census Tract 1093, Los Angeles County, California",908
"06037109400","Census Tract 1094, Los Angeles County, California",1097
"06037109500","Census Tract 1095, Los Angeles County, California",1093
"06037109601","Census Tract 1096.01, Los Angeles County, California",1302
"06037109603","Census Tract 1096.03, Los Angeles County, California",1313
"06037109604","Census Tract 1096.04, Los Angeles County, California",919
"06037109700","Census Tract 1097, Los Angeles County, California",1398
"06037109800","Census Tract 1098, Los Angeles County, California",1462
"06037111100","Census Tract 1111, Los Angeles County, California",950
"06037111201","Census Tract 1112.01, Los Angeles County, California",1149
"06037111202","Census Tract 1112.02, Los Angeles County, California",1874
"06037111204","Census Tract 1112.04, Los Angeles County, California",1949
"06037111205","Census Tract 1112.05, Los Angeles County, California",1452
"06037111206","Census Tract 1112.06, Los Angeles County, California",1524
"06037111302","Census Tract 1113.02, Los Angeles County, California",1694
"06037111303","Census Tract 1113.03, Los Angeles County, California",1470
"06037111304","Census Tract 1113.04, Los Angeles County, California",1429
"06037111401","Census Tract 1114.01, Los Angeles County, California",771
"06037111402","Census Tract 1114.02, Los Angeles County, California",2008
"06037113101","Census Tract 1131.01, Los Angeles County, California",1161
"06037113102","Census Tract 1131.02, Los Angeles County, California",1029
"06037113211","Census Tract 1132.11, Los Angeles County, California",1709
"06037113212","Census Tract 1132.12, Los Angeles County, California",1087
"06037113213","Census Tract 1132.13, Los Angeles County, California",1689
"06037113231","Census Tract 1132.31, Los Angeles County, California",842
"06037113232","Census Tract 1132.32, Los Angeles County, California",1496
"06037113234","Census Tract 1132.34, Los Angeles County, California",1628
"06037113235","Census Tract 1132.35, Los Angeles County, California",746
"06037113237","Census Tract 1132.37, Los Angeles County, California",1576
"06037113238","Census Tract 1132.38, Los Angeles County, California",1644
"06037113239","Census Tract 1132.39, Los Angeles County, California",947
"06037113301","Census Tract 1133.01, Los Angeles County, California",1827
"06037113303","Census Tract 1133.03, Los Angeles County, California",1454
"06037113322","Census Tract 1133.22, Los Angeles County, California",1430
"06037113323","Census Tract 1133.23, Los Angeles County, California",1604
"06037113324","Census Tract 1133.24, Los Angeles County, California",858
"06037113423","Census Tract 1134.23, Los Angeles County, California",861
"06037113424","Census Tract 1134.24, Los Angeles County, California",1301
"06037113425","Census Tract 1134.25, Los Angeles County, California",1323
"06037113426","Census Tract 1134.26, Los Angeles County, California",780
"06037113427","Census Tract 1134.27, Los Angeles County, California",1126
"06037113428","Census Tract 1134.28, Los Angeles County, California",1039
"06037115101","Census Tract 1151.01, Los Angeles County, California",1748
"06037115103","Census Tract 1151.03, Los Angeles County, California",129
"06037115104","Census Tract 1151.04, Los Angeles County, California",2037
"06037115202","Census Tract 1152.02, Los Angeles County, California",1992
"06037115203","Census Tract 1152.03, Los Angeles County, California",1268
"06037115204","Census Tract 1152.04, Los Angeles County, California",1742
"06037115301","Census Tract 1153.01, Los Angeles County, California",1688
"06037115302","Census Tract 1153.02, Los Angeles County, California",1030
"06037115401","Census Tract 1154.01, Los Angeles County, California",2105
"06037115403","Census Tract 1154.03, Los Angeles County, California",1074
"06037115404","Census Tract 1154.04, Los Angeles County, California",904
"06037117101","Census Tract 1171.01, Los Angeles County, California",1488
"06037117102","Census Tract 1171.02, Los Angeles County, California",836
"06037117201","Census Tract 1172.01, Los Angeles County, California",1253
"06037117202","Census Tract 1172.02, Los Angeles County, California",903
"06037117301","Census Tract 1173.01, Los Angeles County, California",1233
"06037117302","Census Tract 1173.02, Los Angeles County, California",1811
"06037117303","Census Tract 1173.03, Los Angeles County, California",1051
"06037117404","Census Tract 1174.04, Los Angeles County, California",1421
"06037117405","Census Tract 1174.05, Los Angeles County, California",890
"06037117407","Census Tract 1174.07, Los Angeles County, California",932
"06037117408","Census Tract 1174.08, Los Angeles County, California",841
"06037117510","Census Tract 1175.10, Los Angeles County, California",1126
"06037117520","Census Tract 1175.20, Los Angeles County, California",1079
"06037117530","Census Tract 1175.30, Los Angeles County, California",1730
"06037119001","Census Tract 1190.01, Los Angeles County, California",970
"06037119003","Census Tract 1190.03, Los Angeles County, California",875
"06037119004","Census Tract 1190.04, Los Angeles County, California",725
"06037119201","Census Tract 1192.01, Los Angeles County, California",884
"06037119202","Census Tract 1192.02, Los Angeles County, California",1046
"06037119310","Census Tract 1193.10, Los Angeles County, California",1188
"06037119320","Census Tract 1193.20, Los Angeles County, California",1217
"06037119340","Census Tract 1193.40, Los Angeles County, California",1020
"06037119341","Census Tract 1193.41, Los Angeles County, California",836
"06037119342","Census Tract 1193.42, Los Angeles County, California",785
"06037119400","Census Tract 1194, Los Angeles County, California",1141
"06037119700","Census Tract 1197, Los Angeles County, California",1322
"06037119801","Census Tract 1198.01, Los Angeles County, California",660
"06037119802","Census Tract 1198.02, Los Angeles County, California",796
"06037119900","Census Tract 1199, Los Angeles County, California",1207
"06037120010","Census Tract 1200.10, Los Angeles County, California",721
"06037120020","Census Tract 1200.20, Los Angeles County, California",1145
"06037120030","Census Tract 1200.30, Los Angeles County, California",754
"06037120103","Census Tract 1201.03, Los Angeles County, California",850
"06037120104","Census Tract 1201.04, Los Angeles County, California",822
"06037120105","Census Tract 1201.05, Los Angeles County, California",876
"06037120106","Census Tract 1201.06, Los Angeles County, California",1196
"06037120107","Census Tract 1201.07, Los Angeles County, California",1082
"06037120108","Census Tract 1201.08, Los Angeles County, California",1484
"06037120300","Census Tract 1203, Los Angeles County, California",1467
"06037120400","Census Tract 1204, Los Angeles County, California",2057
"06037121010","Census Tract 1210.10, Los Angeles County, California",1280
"06037121020","Census Tract 1210.20, Los Angeles County, California",1097
"06037121101","Census Tract 1211.01, Los Angeles County, California",993
"06037121102","Census Tract 1211.02, Los Angeles County, California",871
"06037121210","Census Tract 1212.10, Los Angeles County, California",787
"06037121221","Census Tract 1212.21, Los Angeles County, California",536
"06037121222","Census Tract 1212.22, Los Angeles County, California",1362
"06037121600","Census Tract 1216, Los Angeles County, California",856
"06037121801","Census Tract 1218.01, Los Angeles County, California",1233
"06037121802","Census Tract 1218.02, Los Angeles County, California",776
"06037121900","Census Tract 1219, Los Angeles County, California",1092
"06037122000","Census Tract 1220, Los Angeles County, California",1552
"06037122120","Census Tract 1221.20, Los Angeles County, California",1092
"06037122121","Census Tract 1221.21, Los Angeles County, California",723
"06037122122","Census Tract 1221.22, Los Angeles County, California",799
"06037122200","Census Tract 1222, Los Angeles County, California",957
"06037122410","Census Tract 1224.10, Los Angeles County, California",1252
"06037122420","Census Tract 1224.20, Los Angeles County, California",1371
"06037123010","Census Tract 1230.10, Los Angeles County, California",1057
"06037123020","Census Tract 1230.20, Los Angeles County, California",804
"06037123103","Census Tract 1231.03, Los Angeles County, California",1574
"06037123104","Census Tract 1231.04, Los Angeles County, California",1615
"06037123203","Census Tract 1232.03, Los Angeles County, California",1121
"06037123204","Census Tract 1232.04, Los Angeles County, California",1067
"06037123205","Census Tract 1232.05, Los Angeles County, California",779
"06037123206","Census Tract 1232.06, Los Angeles County, California",908
"06037123301","Census Tract 1233.01, Los Angeles County, California",1684
"06037123303","Census Tract 1233.03, Los Angeles County, California",950
"06037123304","Census Tract 1233.04, Los Angeles County, California",1745
"06037123410","Census Tract 1234.10, Los Angeles County, California",1299
"06037123420","Census Tract 1234.20, Los Angeles County, California",1457
"06037123510","Census Tract 1235.10, Los Angeles County, California",1750
"06037123520","Census Tract 1235.20, Los Angeles County, California",925
"06037123601","Census Tract 1236.01, Los Angeles County, California",1887
