"GEOID","NAME","H1_001N"
"06075010402","Census Tract 104.02, San Francisco County, California",1675
"06075010500","Census Tract 105, San Francisco County, California",2145
"06075010600","Census Tract 106, San Francisco County, California",2200
"06075010701","Census Tract 107.01, San Francisco County, California",2027
"06075010702","Census Tract 107.02, San Francisco County, California",840
"06075010800","Census Tract 108, San Francisco County, California",2765
"06075010901","Census Tract 109.01, San Francisco County, California",1429
"06075010902","Census Tract 109.02, San Francisco County, California",1540
"06075011001","Census Tract 110.01, San Francisco County, California",1658
"06075011002","Census Tract 110.02, San Francisco County, California",1419
"06075011101","Census Tract 111.01, San Francisco County, California",2021
"06075011102","Census Tract 111.02, San Francisco County, California",1617
"06075011200","Census Tract 112, San Francisco County, California",2351
"06075011300","Census Tract 113, San Francisco County, California",1660
"06075011700","Census Tract 117, San Francisco County, California",1320
"06075011800","Census Tract 118, San Francisco County, California",813
"06075011901","Census Tract 119.01, San Francisco County, California",1968
"06075011902","Census Tract 119.02, San Francisco County, California",2127
"06075012001","Census Tract 120.01, San Francisco County, California",1616
"06075012002","Census Tract 120.02, San Francisco County, California",1556
"06075012100","Census Tract 121, San Francisco County, California",2480
"06075012202","Census Tract 122.02, San Francisco County, California",1588
"06075012203","Census Tract 122.03, San Francisco County, California",1108
"06075012204","Census Tract 122.04, San Francisco County, California",1777
"06075012301","Census Tract 123.01, San Francisco County, California",1577
"06075012302","Census Tract 123.02, San Francisco County, California",2274
"06075012403","Census Tract 124.03, San Francisco County, California",1126
"06075012404","Census Tract 124.04, San Francisco County, California",2103
"06075012405","Census Tract 124.05, San Francisco County, California",2408
"06075012406","Census Tract 124.06, San Francisco County, California",1120
"06075012502","Census Tract 125.02, San Francisco County, California",2868
"06075012503","Census Tract 125.03, San Francisco County, California",2342
"06075012504","Census Tract 125.04, San Francisco County, California",516
"06075012601","Census Tract 126.01, San Francisco County, California",1665
"06075012602","Census Tract 126.02, San Francisco County, California",1857
"06075012700","Census Tract 127, San Francisco County, California",2281
"06075012801","Census Tract 128.01, San Francisco County, California",1609
"06075012802","Census Tract 128.02, San Francisco County, California",1102
"06075012901","Census Tract 129.01, San Francisco County, California",1751
"06075012902","Census Tract 129.02, San Francisco County, California",2265
"06075013001","Census Tract 130.01, San Francisco County, California",1437
"06075013002","Census Tract 130.02, San Francisco County, California",1275
"06075013101","Census Tract 131.01, San Francisco County, California",2655
"06075013102","Census Tract 131.02, San Francisco County, California",1785
"06075013200","Census Tract 132, San Francisco County, California",2562
"06075013300","Census Tract 133, San Francisco County, California",2129
"06075013401","Census Tract 134.01, San Francisco County, California",902
"06075013402","Census Tract 134.02, San Francisco County, California",1265
"06075013500","Census Tract 135, San Francisco County, California",1935
"06075015100","Census Tract 151, San Francisco County, California",2256
"06075015201","Census Tract 152.01, San Francisco County, California",1355
"06075015202","Census Tract 152.02, San Francisco County, California",1306
"06075015300","Census Tract 153, San Francisco County, California",1182
"06075015401","Census Tract 154.01, San Francisco County, California",1846
"06075015402","Census Tract 154.02, San Francisco County, California",1285
"06075015500","Census Tract 155, San Francisco County, California",2380
"06075015600","Census Tract 156, San Francisco County, California",1604
"06075015701","Census Tract 157.01, San Francisco County, California",1301
"06075015702","Census Tract 157.02, San Francisco County, California",1577
"06075015801","Census Tract 158.01, San Francisco County, California",1862
"06075015802","Census Tract 158.02, San Francisco County, California",1672
"06075015900","Census Tract 159, San Francisco County, California",2320
"06075016000","Census Tract 160, San Francisco County, California",1903
"06075016101","Census Tract 161.01, San Francisco County, California",1749
"06075016102","Census Tract 161.02, San Francisco County, California",1303
"06075016200","Census Tract 162, San Francisco County, California",2482
"06075016300","Census Tract 163, San Francisco County, California",2148
"06075016400","Census Tract 164, San Francisco County, California",1991
"06075016500","Census Tract 165, San Francisco County, California",2530
"06075016601","Census Tract 166.01, San Francisco County, California",1565
"06075016602","Census Tract 166.02, San Francisco County, California",1173
"06075016700","Census Tract 167, San Francisco County, California",2501
"06075016801","Census Tract 168.01, San Francisco County, California",2264
"06075016802","Census Tract 168.02, San Francisco County, California",2241
"06075016900","Census Tract 169, San Francisco County, California",1954
"06075017000","Census Tract 170, San Francisco County, California",2372
"06075017101","Census Tract 171.01, San Francisco County, California",1912
"06075017102","Census Tract 171.02, San Francisco County, California",1829
"06075017602","Census Tract 176.02, San Francisco County, California",2109
"06075017603","Census Tract 176.03, San Francisco County, California",2926
"06075017604","Census Tract 176.04, San Francisco County, California",2462
"06075017700","Census Tract 177, San Francisco County, California",975
"06075017801","Census Tract 178.01, San Francisco County, California",2581
"06075017803","Census Tract 178.03, San Francisco County, California",1288
"06075017804","Census Tract 178.04, San Francisco County, California",2463
"06075017903","Census Tract 179.03, San Francisco County, California",722
"06075018000","Census Tract 180, San Francisco County, California",2084
"06075020101","Census Tract 201.01, San Francisco County, California",2089
"06075020102","Census Tract 201.02, San Francisco County, California",1577
"06075020201","Census Tract 202.01, San Francisco County, California",1381
"06075020202","Census Tract 202.02, San Francisco County, California",2067
"06075020300","Census Tract 203, San Francisco County, California",2020
"06075020401","Census Tract 204.01, San Francisco County, California",1776
"06075020402","Census Tract 204.02, San Francisco County, California",2646
"06075020500","Census Tract 205, San Francisco County, California",1431
"06075020601","Census Tract 206.01, San Francisco County, California",1668
"06075020602","Census Tract 206.02, San Francisco County, California",1263
"06075020701","Census Tract 207.01, San Francisco County, California",1630
"06075020702","Census Tract 207.02, San Francisco County, California",1307
"06075020801","Census Tract 208.01, San Francisco County, California",1793
"06075020802","Census Tract 208.02, San Francisco County, California",1358
"06075020900","Census Tract 209, San Francisco County, California",1973
"06075021000","Census Tract 210, San Francisco County, California",2256
"06075021100","Census Tract 211, San Francisco County, California",2044
"06075021200","Census Tract 212, San Francisco County, California",1526
"06075021300","Census Tract 213, San Francisco County, California",1289
"06075021400","Census Tract 214, San Francisco County, California",1772
"06075021500","Census Tract 215, San Francisco County, California",2613
"06075021600","Census Tract 216, San Francisco County, California",2251
"06075021700","Census Tract 217, San Francisco County, California",1902
"06075021800","Census Tract 218, San Francisco County, California",1893
"06075022600","Census Tract 226, San Francisco County, California",2524
"06075022702","Census Tract 227.02, San Francisco County, California",1118
"06075022704","Census Tract 227.04, San Francisco County, California",2176
"06075022801","Census Tract 228.01, San Francisco County, California",2005
"06075022802","Census Tract 228.02, San Francisco County, California",725
"06075022803","Census Tract 228.03, San Francisco County, California",1682
"06075022901","Census Tract 229.01, San Francisco County, California",1557
"06075022902","Census Tract 229.02, San Francisco County, California",841
"06075022903","Census Tract 229.03, San Francisco County, California",1206
"06075023001","Census Tract 230.01, San Francisco County, California",1367
"06075023003","Census Tract 230.03, San Francisco County, California",1227
"06075023102","Census Tract 231.02, San Francisco County, California",1260
"06075023103","Census Tract 231.03, San Francisco County, California",1707
"06075023200","Census Tract 232, San Francisco County, California",1382
"06075023300","Census Tract 233, San Francisco County, California",1453
"06075023400","Census Tract 234, San Francisco County, California",1164
"06075025100","Census Tract 251, San Francisco County, California",1383
"06075025200","Census Tract 252, San Francisco County, California",2264
"06075025300","Census Tract 253, San Francisco County, California",1980
"06075025401","Census Tract 254.01, San Francisco County, California",1365
"06075025402","Census Tract 254.02, San Francisco County, California",1101
"06075025403","Census Tract 254.03, San Francisco County, California",1560
"06075025501","Census Tract 255.01, San Francisco County, California",1169
"06075025502","Census Tract 255.02, San Francisco County, California",1430
"06075025600","Census Tract 256, San Francisco County, California",1672
"06075025701","Census Tract 257.01, San Francisco County, California",1415
"06075025702","Census Tract 257.02, San Francisco County, California",1310
"06075025800","Census Tract 258, San Francisco County, California",652
"06075025900","Census Tract 259, San Francisco County, California",1467
"06075026001","Census Tract 260.01, San Francisco County, California",1625
"06075026002","Census Tract 260.02, San Francisco County, California",1001
"06075026003","Census Tract 260.03, San Francisco County, California",1402
"06075026004","Census Tract 260.04, San Francisco County, California",1210
"06075026100","Census Tract 261, San Francisco County, California",2048
"06075026201","Census Tract 262.01, San Francisco County, California",1100
"06075026202","Census Tract 262.02, San Francisco County, California",937
"06075026301","Census Tract 263.01, San Francisco County, California",1347
"06075026302","Census Tract 263.02, San Francisco County, California",1486
"06075026303","Census Tract 263.03, San Francisco County, California",1291
"06075026401","Census Tract 264.01, San Francisco County, California",1061
"06075026402","Census Tract 264.02, San Francisco County, California",1173
"06075026403","Census Tract 264.03, San Francisco County, California",1110
"06075026404","Census Tract 264.04, San Francisco County, California",757
"06075030101","Census Tract 301.01, San Francisco County, California",2202
"06075030102","Census Tract 301.02, San Francisco County, California",2417
"06075030201","Census Tract 302.01, San Francisco County, California",1978
"06075030202","Census Tract 302.02, San Francisco County, California",2288
"06075030301","Census Tract 303.01, San Francisco County, California",2594
"06075030302","Census Tract 303.02, San Francisco County, California",1453
"06075030400","Census Tract 304, San Francisco County, California",2026
"06075030500","Census Tract 305, San Francisco County, California",1070
"06075030600","Census Tract 306, San Francisco County, California",917
"06075030700","Census Tract 307, San Francisco County, California",2766
"06075030800","Census Tract 308, San Francisco County, California",2334
"06075030900","Census Tract 309, San Francisco County, California",2429
"06075031000","Census Tract 310, San Francisco County, California",1616
"06075031100","Census Tract 311, San Francisco County, California",2582
"06075031201","Census Tract 312.01, San Francisco County, California",1947
"06075031202","Census Tract 312.02, San Francisco County, California",876
"06075031301","Census Tract 313.01, San Francisco County, California",1303
"06075031302","Census Tract 313.02, San Francisco County, California",1893
"06075031401","Census Tract 314.01, San Francisco County, California",790
"06075031402","Census Tract 314.02, San Francisco County, California",1214
"06075032601","Census Tract 326.01, San Francisco County, California",1889
"06075032602","Census Tract 326.02, San Francisco County, California",1638
"06075032700","Census Tract 327, San Francisco County, California",2532
"06075032801","Census Tract 328.01, San Francisco County, California",1531
"06075032802","Census Tract 328.02, San Francisco County, California",1518
"06075032901","Census Tract 329.01, San Francisco County, California",1811
"06075032902","Census Tract 329.02, San Francisco County, California",1374
"06075033001","Census Tract 330.01, San Francisco County, California",1358
"06075033002","Census Tract 330.02, San Francisco County, California",1462
"06075033100","Census Tract 331, San Francisco County, California",1508
"06075033201","Census Tract 332.01, San Francisco County, California",942
"06075033203","Census Tract 332.03, San Francisco County, California",1777
"06075033204","Census Tract 332.04, San Francisco County, California",1847
"06075035101","Census Tract 351.01, San Francisco County, California",1415
"06075035102","Census Tract 351.02, San Francisco County, California",1446
"06075035201","Census Tract 352.01, San Francisco County, California",1982
"06075035202","Census Tract 352.02, San Francisco County, California",1930
"06075035300","Census Tract 353, San Francisco County, California",2569
"06075035400","Census Tract 354, San Francisco County, California",2502
"06075040100","Census Tract 401, San Francisco County, California",2149
"06075040200","Census Tract 402, San Francisco County, California",2643
"06075042601","Census Tract 426.01, San Francisco County, California",1884
"06075042602","Census Tract 426.02, San Francisco County, California",1604
"06075042700","Census Tract 427, San Francisco County, California",2668
"06075042800","Census Tract 428, San Francisco County, California",1029
"06075045100","Census Tract 451, San Francisco County, California",2289
"06075045201","Census Tract 452.01, San Francisco County, California",1457
"06075045202","Census Tract 452.02, San Francisco County, California",1597
"06075047600","Census Tract 476, San Francisco County, California",2349
"06075047701","Census Tract 477.01, San Francisco County, California",2057
"06075047702","Census Tract 477.02, San Francisco County, California",1667
"06075047801","Census Tract 478.01, San Francisco County, California",1782
"06075047802","Census Tract 478.02, San Francisco County, California",1630
"06075047902","Census Tract 479.02, San Francisco County, California",1705
"06075047903","Census Tract 479.03, San Francisco County, California",1601
"06075047904","Census Tract 479.04, San Francisco County, California",1386
"06075060100","Census Tract 601, San Francisco County, California",1430
"06075060400","Census Tract 604, San Francisco County, California",1451
"06075060502","Census Tract 605.02, San Francisco County, California",989
"06075060701","Census Tract 607.01, San Francisco County, California",3843
"06075060702","Census Tract 607.02, San Francisco County, California",1488
"06075060703","Census Tract 607.03, San Francisco County, California",3083
"06075061000","Census Tract 610, San Francisco County, California",1679
"06075061101","Census Tract 611.01, San Francisco County, California",1110
"06075061102","Census Tract 611.02, San Francisco County, California",1167
"06075061200","Census Tract 612, San Francisco County, California",1279
"06075061401","Census Tract 614.01, San Francisco County, California",1505
"06075061402","Census Tract 614.02, San Francisco County, California",1325
"06075061501","Census Tract 615.01, San Francisco County, California",1500
"06075061502","Census Tract 615.02, San Francisco County, California",1618
"06075061503","Census Tract 615.03, San Francisco County, California",3012
"06075061504","Census Tract 615.04, San Francisco County, California",1459
"06075061505","Census Tract 615.05, San Francisco County, California",654
"06075061506","Census Tract 615.06, San Francisco County, California",2960
"06075061507","Census Tract 615.07, San Francisco County, California",1028
"06075061508","Census Tract 615.08, San Francisco County, California",1427
"06075980200","Census Tract 9802, San Francisco County, California",1
"06075980300","Census Tract 9803, San Francisco County, California",36
"06075980401","Census Tract 9804.01, San Francisco County, California",0
"06075980501","Census Tract 9805.01, San Francisco County, California",94
"06075980600","Census Tract 9806, San Francisco County, California",681
"06075980900","Census Tract 9809, San Francisco County, California",299
"06075990100","Census Tract 9901, San Francisco County, California",0
"06075990200","Census Tract 9902, San Francisco County, California",0
"06077000101","Census Tract 1.01, San Joaquin County, California",661
"06077000102","Census Tract 1.02, San Joaquin County, California",1583
"06077000300","Census Tract 3, San Joaquin County, California",1074
"06077000401","Census Tract 4.01, San Joaquin County, California",1410
"06077000402","Census Tract 4.02, San Joaquin County, California",2186
"06077000500","Census Tract 5, San Joaquin County, California",920
"06077000600","Census Tract 6, San Joaquin County, California",660
"06077000700","Census Tract 7, San Joaquin County, California",1506
"06077000802","Census Tract 8.02, San Joaquin County, California",458
"06077000803","Census Tract 8.03, San Joaquin County, California",1325
"06077000900","Census Tract 9, San Joaquin County, California",2146
"06077001000","Census Tract 10, San Joaquin County, California",2131
"06077001101","Census Tract 11.01, San Joaquin County, California",1902
"06077001102","Census Tract 11.02, San Joaquin County, California",2172
"06077001200","Census Tract 12, San Joaquin County, California",1886
"06077001300","Census Tract 13, San Joaquin County, California",2085
"06077001400","Census Tract 14, San Joaquin County, California",2037
"06077001501","Census Tract 15.01, San Joaquin County, California",1334
"06077001502","Census Tract 15.02, San Joaquin County, California",1382
"06077001600","Census Tract 16, San Joaquin County, California",722
"06077001700","Census Tract 17, San Joaquin County, California",1228
"06077001800","Census Tract 18, San Joaquin County, California",1177
"06077001900","Census Tract 19, San Joaquin County, California",1571
"06077002000","Census Tract 20, San Joaquin County, California",1258
"06077002100","Census Tract 21, San Joaquin County, California",1602
"06077002201","Census Tract 22.01, San Joaquin County, California",864
"06077002202","Census Tract 22.02, San Joaquin County, California",1507
"06077002300","Census Tract 23, San Joaquin County, California",1495
"06077002401","Census Tract 24.01, San Joaquin County, California",1390
"06077002402","Census Tract 24.02, San Joaquin County, California",638
"06077002503","Census Tract 25.03, San Joaquin County, California",722
"06077002504","Census Tract 25.04, San Joaquin County, California",1064
"06077002701","Census Tract 27.01, San Joaquin County, California",1951
"06077002702","Census Tract 27.02, San Joaquin County, California",1144
"06077002800","Census Tract 28, San Joaquin County, California",1783
"06077003106","Census Tract 31.06, San Joaquin County, California",1785
"06077003108","Census Tract 31.08, San Joaquin County, California",1979
"06077003109","Census Tract 31.09, San Joaquin County, California",2337
"06077003110","Census Tract 31.10, San Joaquin County, California",1680
"06077003111","Census Tract 31.11, San Joaquin County, California",1879
"06077003112","Census Tract 31.12, San Joaquin County, California",1423
"06077003115","Census Tract 31.15, San Joaquin County, California",1545
"06077003116","Census Tract 31.16, San Joaquin County, California",913
"06077003117","Census Tract 31.17, San Joaquin County, California",1491
"06077003118","Census Tract 31.18, San Joaquin County, California",1174
"06077003119","Census Tract 31.19, San Joaquin County, California",1207
"06077003203","Census Tract 32.03, San Joaquin County, California",1451
"06077003205","Census Tract 32.05, San Joaquin County, California",1343
"06077003209","Census Tract 32.09, San Joaquin County, California",1326
"06077003210","Census Tract 32.10, San Joaquin County, California",940
"06077003213","Census Tract 32.13, San Joaquin County, California",1473
"06077003214","Census Tract 32.14, San Joaquin County, California",1007
"06077003215","Census Tract 32.15, San Joaquin County, California",1753
"06077003216","Census Tract 32.16, San Joaquin County, California",911
"06077003217","Census Tract 32.17, San Joaquin County, California",1031
"06077003218","Census Tract 32.18, San Joaquin County, California",1071
"06077003219","Census Tract 32.19, San Joaquin County, California",2908
"06077003305","Census Tract 33.05, San Joaquin County, California",1510
"06077003306","Census Tract 33.06, San Joaquin County, California",1463
"06077003307","Census Tract 33.07, San Joaquin County, California",1865
"06077003308","Census Tract 33.08, San Joaquin County, California",717
"06077003310","Census Tract 33.10, San Joaquin County, California",1516
"06077003311","Census Tract 33.11, San Joaquin County, California",1131
"06077003312","Census Tract 33.12, San Joaquin County, California",1132
"06077003313","Census Tract 33.13, San Joaquin County, California",1020
"06077003403","Census Tract 34.03, San Joaquin County, California",1208
"06077003404","Census Tract 34.04, San Joaquin County, California",1835
"06077003405","Census Tract 34.05, San Joaquin County, California",1117
"06077003406","Census Tract 34.06, San Joaquin County, California",1249
"06077003407","Census Tract 34.07, San Joaquin County, California",1058
"06077003409","Census Tract 34.09, San Joaquin County, California",1410
"06077003410","Census Tract 34.10, San Joaquin County, California",1745
"06077003501","Census Tract 35.01, San Joaquin County, California",1036
"06077003502","Census Tract 35.02, San Joaquin County, California",1180
"06077003503","Census Tract 35.03, San Joaquin County, California",2436
"06077003504","Census Tract 35.04, San Joaquin County, California",1996
"06077003601","Census Tract 36.01, San Joaquin County, California",1350
"06077003602","Census Tract 36.02, San Joaquin County, California",1091
"06077003700","Census Tract 37, San Joaquin County, California",1192
"06077003803","Census Tract 38.03, San Joaquin County, California",1193
"06077003804","Census Tract 38.04, San Joaquin County, California",1636
"06077003805","Census Tract 38.05, San Joaquin County, California",792
"06077003806","Census Tract 38.06, San Joaquin County, California",920
"06077003807","Census Tract 38.07, San Joaquin County, California",583
"06077003808","Census Tract 38.08, San Joaquin County, California",1210
"06077003900","Census Tract 39, San Joaquin County, California",494
"06077004001","Census Tract 40.01, San Joaquin County, California",968
"06077004003","Census Tract 40.03, San Joaquin County, California",1671
"06077004004","Census Tract 40.04, San Joaquin County, California",1896
"06077004104","Census Tract 41.04, San Joaquin County, California",1576
"06077004105","Census Tract 41.05, San Joaquin County, California",1961
"06077004106","Census Tract 41.06, San Joaquin County, California",760
"06077004107","Census Tract 41.07, San Joaquin County, California",1386
"06077004108","Census Tract 41.08, San Joaquin County, California",2309
"06077004202","Census Tract 42.02, San Joaquin County, California",735
"06077004203","Census Tract 42.03, San Joaquin County, California",1558
"06077004204","Census Tract 42.04, San Joaquin County, California",1454
"06077004205","Census Tract 42.05, San Joaquin County, California",1391
"06077004206","Census Tract 42.06, San Joaquin County, California",1311
"06077004302","Census Tract 43.02, San Joaquin County, California",2377
"06077004305","Census Tract 43.05, San Joaquin County, California",2190
"06077004307","Census Tract 43.07, San Joaquin County, California",1606
"06077004308","Census Tract 43.08, San Joaquin County, California",1263
"06077004309","Census Tract 43.09, San Joaquin County, California",973
"06077004310","Census Tract 43.10, San Joaquin County, California",1123
"06077004402","Census Tract 44.02, San Joaquin County, California",1836
"06077004403","Census Tract 44.03, San Joaquin County, California",1135
"06077004404","Census Tract 44.04, San Joaquin County, California",1106
"06077004501","Census Tract 45.01, San Joaquin County, California",957
"06077004502","Census Tract 45.02, San Joaquin County, California",1321
"06077004600","Census Tract 46, San Joaquin County, California",2224
"06077004701","Census Tract 47.01, San Joaquin County, California",1069
"06077004703","Census Tract 47.03, San Joaquin County, California",1398
"06077004704","Census Tract 47.04, San Joaquin County, California",1792
"06077004800","Census Tract 48, San Joaquin County, California",2011
"06077004903","Census Tract 49.03, San Joaquin County, California",968
"06077004904","Census Tract 49.04, San Joaquin County, California",1794
"06077004905","Census Tract 49.05, San Joaquin County, California",1137
"06077004906","Census Tract 49.06, San Joaquin County, California",1046
"06077005001","Census Tract 50.01, San Joaquin County, California",2200
"06077005003","Census Tract 50.03, San Joaquin County, California",2271
"06077005004","Census Tract 50.04, San Joaquin County, California",2064
"06077005106","Census Tract 51.06, San Joaquin County, California",3678
"06077005108","Census Tract 51.08, San Joaquin County, California",1491
"06077005109","Census Tract 51.09, San Joaquin County, California",1475
"06077005119","Census Tract 51.19, San Joaquin County, California",2646
"06077005122","Census Tract 51.22, San Joaquin County, California",2145
"06077005123","Census Tract 51.23, San Joaquin County, California",1602
"06077005124","Census Tract 51.24, San Joaquin County, California",1267
"06077005125","Census Tract 51.25, San Joaquin County, California",671
"06077005126","Census Tract 51.26, San Joaquin County, California",1424
"06077005127","Census Tract 51.27, San Joaquin County, California",1550
"06077005129","Census Tract 51.29, San Joaquin County, California",1121
"06077005130","Census Tract 51.30, San Joaquin County, California",950
"06077005131","Census Tract 51.31, San Joaquin County, California",1302
"06077005132","Census Tract 51.32, San Joaquin County, California",1092
"06077005133","Census Tract 51.33, San Joaquin County, California",1404
"06077005134","Census Tract 51.34, San Joaquin County, California",1536
"06077005135","Census Tract 51.35, San Joaquin County, California",3333
"06077005136","Census Tract 51.36, San Joaquin County, California",891
"06077005137","Census Tract 51.37, San Joaquin County, California",2404
"06077005138","Census Tract 51.38, San Joaquin County, California",1278
"06077005139","Census Tract 51.39, San Joaquin County, California",1286
"06077005140","Census Tract 51.40, San Joaquin County, California",1258
"06077005141","Census Tract 51.41, San Joaquin County, California",1048
"06077005208","Census Tract 52.08, San Joaquin County, California",2049
"06077005211","Census Tract 52.11, San Joaquin County, California",1442
"06077005212","Census Tract 52.12, San Joaquin County, California",1901
"06077005213","Census Tract 52.13, San Joaquin County, California",1121
"06077005214","Census Tract 52.14, San Joaquin County, California",2775
"06077005215","Census Tract 52.15, San Joaquin County, California",1304
"06077005216","Census Tract 52.16, San Joaquin County, California",1492
"06077005217","Census Tract 52.17, San Joaquin County, California",965
"06077005218","Census Tract 52.18, San Joaquin County, California",1174
"06077005219","Census Tract 52.19, San Joaquin County, California",1442
"06077005220","Census Tract 52.20, San Joaquin County, California",827
"06077005221","Census Tract 52.21, San Joaquin County, California",2706
"06077005222","Census Tract 52.22, San Joaquin County, California",1258
"06077005223","Census Tract 52.23, San Joaquin County, California",3399
"06077005224","Census Tract 52.24, San Joaquin County, California",1382
"06077005225","Census Tract 52.25, San Joaquin County, California",1395
"06077005303","Census Tract 53.03, San Joaquin County, California",1674
"06077005307","Census Tract 53.07, San Joaquin County, California",1076
"06077005308","Census Tract 53.08, San Joaquin County, California",1417
"06077005309","Census Tract 53.09, San Joaquin County, California",1089
"06077005310","Census Tract 53.10, San Joaquin County, California",1236
"06077005311","Census Tract 53.11, San Joaquin County, California",971
"06077005312","Census Tract 53.12, San Joaquin County, California",1064
"06077005403","Census Tract 54.03, San Joaquin County, California",1907
"06077005405","Census Tract 54.05, San Joaquin County, California",1149
"06077005406","Census Tract 54.06, San Joaquin County, California",1101
"06077005502","Census Tract 55.02, San Joaquin County, California",808
"06077005503","Census Tract 55.03, San Joaquin County, California",951
"06077980000","Census Tract 9800, San Joaquin County, California",3
"06079010016","Census Tract 100.16, San Luis Obispo County, California",2185
"06079010017","Census Tract 100.17, San Luis Obispo County, California",3108
"06079010101","Census Tract 101.01, San Luis Obispo County, California",816
"06079010103","Census Tract 101.03, San Luis Obispo County, California",1722
"06079010104","Census Tract 101.04, San Luis Obispo County, California",1180
"06079010202","Census Tract 102.02, San Luis Obispo County, California",2009
"06079010204","Census Tract 102.04, San Luis Obispo County, California",2233
"06079010205","Census Tract 102.05, San Luis Obispo County, California",1605
"06079010206","Census Tract 102.06, San Luis Obispo County, California",1468
"06079010207","Census Tract 102.07, San Luis Obispo County, California",1879
"06079010301","Census Tract 103.01, San Luis Obispo County, California",1548
"06079010302","Census Tract 103.02, San Luis Obispo County, California",1484
"06079010303","Census Tract 103.03, San Luis Obispo County, California",1191
"06079010403","Census Tract 104.03, San Luis Obispo County, California",2738
"06079010404","Census Tract 104.04, San Luis Obispo County, California",1311
"06079010504","Census Tract 105.04, San Luis Obispo County, California",2382
"06079010505","Census Tract 105.05, San Luis Obispo County, California",2092
"06079010506","Census Tract 105.06, San Luis Obispo County, California",1348
"06079010602","Census Tract 106.02, San Luis Obispo County, California",2486
"06079010603","Census Tract 106.03, San Luis Obispo County, California",784
"06079010701","Census Tract 107.01, San Luis Obispo County, California",2057
"06079010703","Census Tract 107.03, San Luis Obispo County, California",1424
"06079010707","Census Tract 107.07, San Luis Obispo County, California",2889
"06079010902","Census Tract 109.02, San Luis Obispo County, California",1515
"06079010903","Census Tract 109.03, San Luis Obispo County, California",890
"06079010904","Census Tract 109.04, San Luis Obispo County, California",34
"06079011001","Census Tract 110.01, San Luis Obispo County, California",2376
"06079011002","Census Tract 110.02, San Luis Obispo County, California",1467
"06079011101","Census Tract 111.01, San Luis Obispo County, California",2157
"06079011103","Census Tract 111.03, San Luis Obispo County, California",1784
"06079011104","Census Tract 111.04, San Luis Obispo County, California",1147
"06079011105","Census Tract 111.05, San Luis Obispo County, California",1812
"06079011201","Census Tract 112.01, San Luis Obispo County, California",1761
"06079011202","Census Tract 112.02, San Luis Obispo County, California",1587
"06079011300","Census Tract 113, San Luis Obispo County, California",3147
"06079011400","Census Tract 114, San Luis Obispo County, California",0
"06079011501","Census Tract 115.01, San Luis Obispo County, California",841
"06079011505","Census Tract 115.05, San Luis Obispo County, California",1853
"06079011600","Census Tract 116, San Luis Obispo County, California",2240
"06079011704","Census Tract 117.04, San Luis Obispo County, California",2760
"06079011705","Census Tract 117.05, San Luis Obispo County, California",1112
"06079011706","Census Tract 117.06, San Luis Obispo County, California",1940
"06079011800","Census Tract 118, San Luis Obispo County, California",3240
"06079011901","Census Tract 119.01, San Luis Obispo County, California",1472
"06079011903","Census Tract 119.03, San Luis Obispo County, California",827
"06079011904","Census Tract 119.04, San Luis Obispo County, California",2964
"06079012001","Census Tract 120.01, San Luis Obispo County, California",1076
"06079012002","Census Tract 120.02, San Luis Obispo County, California",2125
"06079012102","Census Tract 121.02, San Luis Obispo County, California",2625
"06079012201","Census Tract 122.01, San Luis Obispo County, California",1443
"06079012202","Census Tract 122.02, San Luis Obispo County, California",1613
"06079012302","Census Tract 123.02, San Luis Obispo County, California",2404
"06079012305","Census Tract 123.05, San Luis Obispo County, California",2781
"06079012306","Census Tract 123.06, San Luis Obispo County, California",2182
"06079012403","Census Tract 124.03, San Luis Obispo County, California",1403
"06079012404","Census Tract 124.04, San Luis Obispo County, California",2332
"06079012405","Census Tract 124.05, San Luis Obispo County, California",1041
"06079012406","Census Tract 124.06, San Luis Obispo County, California",1201
"06079012502","Census Tract 125.02, San Luis Obispo County, California",2114
"06079012503","Census Tract 125.03, San Luis Obispo County, California",2699
"06079012505","Census Tract 125.05, San Luis Obispo County, California",2040
"06079012601","Census Tract 126.01, San Luis Obispo County, California",2484
"06079012602","Census Tract 126.02, San Luis Obispo County, California",683
"06079012705","Census Tract 127.05, San Luis Obispo County, California",2518
"06079012706","Census Tract 127.06, San Luis Obispo County, California",1903
"06079012707","Census Tract 127.07, San Luis Obispo County, California",1911
"06079012708","Census Tract 127.08, San Luis Obispo County, California",581
"06079013000","Census Tract 130, San Luis Obispo County, California",1339
"06079013100","Census Tract 131, San Luis Obispo County, California",2352
"06079990000","Census Tract 9900, San Luis Obispo County, California",0
"06081600100","Census Tract 6001, San Mateo County, California",2297
"06081600200","Census Tract 6002, San Mateo County, California",1209
"06081600300","Census Tract 6003, San Mateo County, California",1342
"06081600401","Census Tract 6004.01, San Mateo County, California",1110
"06081600402","Census Tract 6004.02, San Mateo County, California",1290
"06081600501","Census Tract 6005.01, San Mateo County, California",1270
"06081600502","Census Tract 6005.02, San Mateo County, California",1019
"06081600600","Census Tract 6006, San Mateo County, California",1615
"06081600701","Census Tract 6007.01, San Mateo County, California",1424
"06081600702","Census Tract 6007.02, San Mateo County, California",869
"06081600800","Census Tract 6008, San Mateo County, California",2975
"06081600900","Census Tract 6009, San Mateo County, California",1501
"06081601000","Census Tract 6010, San Mateo County, California",2080
